source,city_label,facility,match_date,kickoff_local,duration_minutes,format,bookable_spots,price,listing_title,note
plei,Houston,Katy International Sports Complex,2026-09-18,22:30,60,8v8,16,13.50,Katy outdoor,Intermediate
plei,Houston,Katy International Sports Complex,2026-09-18,20:30,60,6v6,12,13.50,Katy outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-18,21:30,60,6v6,12,13.50,Katy outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-18,19:00,60,6v6,12,10.50,30% OFF Tomball outdoor,High-level
plei,Houston,Crossbar Academy,2026-09-18,20:00,60,6v6,12,13.50,Tomball outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-18,21:00,60,6v6,12,13.50,Tomball outdoor,Intermediate
plei,Houston,Athlete Training & Health - Cypress | Morby,2026-09-18,21:00,60,11v11,24,13.50,Cypress outdoor,intermediate
plei,Houston,Futbolito-Golfo de Mexico,2026-09-18,23:00,60,7v7,14,7.50,30% OFF South Houston outdoor,Intermediate
plei,Houston,The HatTrick Patio,2026-09-18,20:00,60,5v5,10,8.50,happy hour Tomball indoor,High-level
plei,Houston,Community Fieldhouse,2026-09-18,21:00,60,8v8,16,11.50,Spring outdoor,Intermediate
plei,Houston,The HatTrick Patio,2026-09-18,21:00,60,5v5,10,8.50,happy hour Tomball indoor,Intermediate
plei,Houston,The HatTrick Oakridge,2026-09-18,22:00,60,6v6,12,12.50,10% OFF Conroe indoor,High-level
plei,Houston,The HatTrick Oakridge,2026-09-18,19:00,60,6v6,12,12.50,10% OFF Conroe indoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-19,20:00,60,6v6,12,13.50,Tomball outdoor,Intermediate
plei,Houston,Indoor Soccer Box,2026-09-19,18:00,60,5v5,10,11.25,10% OFF Memorial City indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-19,23:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,Q&B Indoor Sports,2026-09-19,22:00,60,5v5,10,12.50,West Houston indoor,Intermediate
plei,Houston,Cancha Five Stars | Hillcroft,2026-09-19,23:00,60,7v7,14,9.75,40% OFF West Houston outdoor,High-level
plei,Houston,Pac Global Academy | West Houston,2026-09-19,20:00,60,5v5,16,11.50,20% OFF West Houston outdoor,Intermediate
plei,Houston,Pac Global Academy | West Houston,2026-09-19,20:00,60,9v9,16,11.50,20% OFF West Houston outdoor,Intermediate
plei,Houston,GoPro Arena,2026-09-19,19:00,60,6v6,12,8.50,20% OFF West Houston indoor,High-level
plei,Houston,GoPro Arena,2026-09-19,20:00,60,6v6,12,10.50,West Houston indoor,Intermediate
plei,Houston,GoPro Arena,2026-09-19,21:00,60,6v6,12,10.50,West Houston indoor,Intermediate
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,22:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,23:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,14:00,60,6v6,12,11.50,Happy hour Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,18:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,19:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,20:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-19,21:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-19,22:00,60,8v8,16,13.50,Cypress outdoor,High-level
plei,Houston,Houston Soccer Field,2026-09-19,19:00,60,8v8,16,14.50,Cypress outdoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-19,20:00,60,8v8,16,13.50,Cypress outdoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-19,21:00,60,8v8,16,13.50,Cypress outdoor,Intermediate
plei,Houston,King Soccer,2026-09-19,22:00,60,6v6,12,13.75,Cypress indoor,Intermediate
plei,Houston,Turf On Soccer Fields,2026-09-19,19:00,60,7v7,14,9.50,40% OFF North Houston outdoor,Intermediate
plei,Houston,Turf On Soccer Fields,2026-09-19,20:00,60,7v7,14,9.50,40% OFF North Houston outdoor,Intermediate
plei,Houston,Pegaso HTX,2026-09-19,22:30,60,6v6,12,12.50,Downtown outdoor,Intermediate
plei,Houston,Pegaso HTX,2026-09-19,17:30,90,6v6,12,,adidas Futbol Society FREE pickup,"Friendly Game fu Game full (max spots inferred from same facility/format) Free brand-sponsored game; max not shown, 12 assumed"
plei,Houston,Pegaso HTX,2026-09-19,20:00,60,6v6,12,12.50,Downtown outdoor,Intermediate
plei,Houston,Pegaso HTX,2026-09-19,09:00,60,6v6,12,12.50,Downtown outdoor - Field 1,High-level
plei,Houston,Pegaso HTX,2026-09-19,21:00,60,6v6,12,12.50,Downtown outdoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-19,22:00,60,6v6,12,12.50,East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-19,19:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-19,20:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-19,21:00,60,6v6,12,12.50,East End indoor,Intermediate
plei,Houston,Peek Sports Texas,2026-09-19,19:00,60,7v7,14,14.50,Katy outdoor,Intermediate
plei,Houston,Peek Sports Texas,2026-09-19,20:00,60,7v7,14,14.50,Katy outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-19,22:00,60,7v7,14,14.50,Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-19,23:00,60,7v7,14,14.50,Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-19,12:00,60,7v7,14,9.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-19,18:00,60,7v7,14,14.50,Northwest outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-19,19:00,60,5v5,10,11.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-19,20:00,60,7v7,14,14.50,Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-19,21:00,60,7v7,14,15.50,Northwest outdoor,Intermediate
plei,Houston,Katy International Sports Complex,2026-09-19,22:30,60,8v8,16,13.50,Katy outdoor,Intermediate
plei,Houston,Katy International Sports Complex,2026-09-19,19:30,60,6v6,12,10.50,Happy hour Katy outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-19,20:30,60,6v6,12,13.50,Katy outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-19,21:30,60,8v8,16,13.50,Katy outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-19,19:00,60,6v6,12,13.50,Tomball outdoor,High-level
plei,Houston,Athlete Training & Health - Cypress | Morby,2026-09-19,20:00,60,11v11,24,13.50,Cypress outdoor,Intermediate
plei,Houston,Crossbar Academy | Indoor Soccer,2026-09-19,18:00,60,5v5,10,8.50,40% OFF Tomball indoor,Intermediate
plei,Houston,Community Fieldhouse,2026-09-19,21:00,60,8v8,16,11.50,Spring outdoor - Field 2,Intermediate
plei,Houston,The HatTrick Oakridge,2026-09-19,21:00,60,6v6,12,12.50,10% OFF Conroe indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-20,19:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,Q&B Indoor Sports,2026-09-20,22:30,60,6v6,12,12.50,West Houston indoor,Intermediate
plei,Houston,Cancha Five Stars | Hillcroft,2026-09-20,21:00,60,7v7,14,9.75,40% OFF West Houston outdoor,Intermediate
plei,Houston,Pac Global Academy | West Houston,2026-09-20,20:00,60,5v5,16,11.50,20% OFF West Houston outdoor,High-level
plei,Houston,Pac Global Academy | West Houston,2026-09-20,20:00,60,9v9,16,11.50,20% OFF West Houston outdoor,High-level
plei,Houston,GoPro Arena,2026-09-20,19:00,60,6v6,12,10.50,West Houston indoor,High-level
plei,Houston,GoPro Arena,2026-09-20,20:00,60,6v6,12,10.50,West Houston indoor,Intermediate
plei,Houston,GoPro Arena,2026-09-20,21:00,60,6v6,12,10.50,West Houston indoor,Intermediate
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,22:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,23:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,17:00,60,6v6,12,11.50,Happy hour Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,19:00,60,5v5,10,13.50,Downtown outdoor Small Field,Intermediate
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,20:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Toros Lifestyle Soccer Art District,2026-09-20,21:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Houston,Houston Soccer Field,2026-09-20,22:00,60,8v8,16,13.50,Cypress outdoor,High-level
plei,Houston,PSG Academy Houston,2026-09-20,22:00,60,6v6,12,9.50,25% OFF North Katy indoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-20,18:00,60,8v8,16,13.50,Cypress outdoor,Intermediate (max spots inferred from same facility/format)
plei,Houston,Houston Soccer Field,2026-09-20,19:00,60,8v8,16,13.50,Cypress outdoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-20,20:00,60,6v6,12,13.00,Cypress outdoor,Intermediate
plei,Houston,Houston Soccer Field,2026-09-20,21:00,60,8v8,16,13.50,Cypress outdoor,Intermediate
plei,Houston,King Soccer,2026-09-20,20:00,60,6v6,12,11.75,Happy hour Cypress indoor,Intermediate
plei,Houston,Turf On Soccer Fields,2026-09-20,19:00,60,7v7,14,9.50,40% OFF North Houston outdoor,Intermediate
plei,Houston,Turf On Soccer Fields,2026-09-20,20:00,60,7v7,14,9.50,40% OFF North Houston outdoor,Intermediate
plei,Houston,Pegaso HTX,2026-09-20,22:00,60,6v6,12,12.50,Downtown outdoor,High-level
plei,Houston,Pegaso HTX,2026-09-20,19:00,60,6v6,12,12.50,Downtown outdoor,High-level
plei,Houston,Pegaso HTX,2026-09-20,20:00,60,6v6,12,12.50,Downtown outdoor,High-level
plei,Houston,Pegaso HTX,2026-09-20,09:00,60,6v6,12,12.50,Downtown outdoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-20,22:00,60,6v6,12,12.50,East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-20,23:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-20,20:00,60,6v6,12,10.50,20% OFF East End indoor,Intermediate
plei,Houston,HTX Fieldhouse,2026-09-20,21:00,60,6v6,12,10.50,20% OFF East End indoor,intermediate
plei,Houston,Peek Sports Texas,2026-09-20,18:00,60,7v7,14,11.50,30% OFF Katy outdoor,High-level
plei,Houston,Peek Sports Texas,2026-09-20,19:00,60,7v7,14,14.50,Katy outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,22:00,60,5v5,10,11.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,22:00,60,7v7,14,14.75,Northwest outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-20,23:00,60,7v7,14,11.50,Happy hour Northwest outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-20,12:00,60,7v7,14,9.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,17:00,60,7v7,14,14.50,Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,18:00,60,5v5,10,14.50,Northwest outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-20,19:00,60,7v7,14,12.50,Happy hour Northwest outdoor,High-level
plei,Houston,Revolution Soccer Complex,2026-09-20,20:00,60,5v5,10,11.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,20:00,60,7v7,14,14.50,Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,21:00,60,5v5,10,11.50,30% OFF Northwest outdoor,Intermediate
plei,Houston,Revolution Soccer Complex,2026-09-20,21:00,60,7v7,14,14.50,Northwest outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-20,22:30,60,8v8,16,13.50,Katy outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-20,19:30,60,6v6,12,10.50,Happy hour Katy outdoor,High-level
plei,Houston,Katy International Sports Complex,2026-09-20,20:30,60,6v6,12,13.50,Katy outdoor,Intermediate
plei,Houston,Katy International Sports Complex,2026-09-20,21:30,60,8v8,16,13.50,Katy outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-20,16:00,60,6v6,12,10.50,Happy hour Tomball outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-20,20:00,60,6v6,12,10.50,30% OFF Tomball outdoor,Intermediate
plei,Houston,Crossbar Academy,2026-09-20,21:00,60,6v6,12,13.50,Tomball outdoor,Intermediate
plei,Houston,Athlete Training & Health - Cypress | Morby,2026-09-20,21:00,60,11v11,24,13.50,Cypress outdoor,Intermediate
plei,Houston,Futbolito-Golfo de Mexico,2026-09-20,21:00,60,7v7,14,7.50,30% OFF South Houston outdoor,Intermediate
plei,Houston,Crossbar Academy | Indoor Soccer,2026-09-20,19:00,60,5v5,10,11.50,20% OFF Tomball indoor,Intermediate
plei,Houston,The HatTrick Patio,2026-09-20,21:00,60,5v5,10,8.50,happy hour Tomball indoor,Intermediate
plei,Houston,The HatTrick Oakridge,2026-09-20,19:00,60,6v6,12,12.50,10% OFF Conroe indoor,Intermediate
plei,Houston,The HatTrick Oakridge,2026-09-20,20:00,60,6v6,12,12.50,10% OFF Conroe indoor,Intermediate
plei,Houston,The HatTrick Oakridge,2026-09-20,21:00,60,6v6,12,12.50,10% OFF Conroe indoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,18:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,19:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,20:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,21:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,22:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-18,22:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-18,19:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-18,20:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-18,21:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-18,19:00,60,6v6,12,10.50,Happy hour North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-18,20:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-18,,,6v6,12,,15% OFF North Dallas outdoor,Card partially visible; 2/12 going
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-18,21:00,60,6v6,12,13.50,North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-18,22:00,60,6v6,12,10.50,30% OFF North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-18,19:00,60,7v7,14,15.75,Southlake outdoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-18,20:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-18,20:00,60,7v7,14,15.75,Southlake indoor,High-level
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-18,20:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-18,22:30,60,6v6,12,14.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-18,23:30,60,6v6,12,14.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,17:00,60,6v6,12,14.50,Downtown outdoor - Field #2,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,18:00,60,6v6,12,14.50,Downtown outdoor - Field 2,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,18:00,60,6v6,12,14.50,Downtown outdoor - Field 1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-18,19:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,20:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,21:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,22:00,60,6v6,12,14.50,Downtown outdoor - Field 2,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,22:00,60,6v6,12,14.50,Downtown futsal,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-18,22:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Dallas / Fort Worth,Fut360,2026-09-18,21:00,60,5v5,10,11.75,Happy hour West Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Fut360,2026-09-18,22:00,60,5v5,10,11.75,Happy hour West Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-18,19:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-18,21:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-18,22:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-18,23:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-18,00:00,60,6v6,12,9.50,30% OFF North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-18,20:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-18,20:30,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-18,21:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-18,21:30,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-18,22:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-18,20:00,60,7v7,14,9.50,30% OFF South Dallas outdoor,High-level
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-18,17:00,60,7v7,14,12.50,Happy hour Arlington indoor,Intermediate
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-18,18:30,90,7v7,28,10.00,30% OFF KOTT Fort Worth outdoor,"Intermediate. 90 min, 28 spots (two-field or rotation format)"
plei,Dallas / Fort Worth,TOCA Soccer Center | The Colony,2026-09-19,20:00,90,7v7,28,12.50,Pick-up The Colony indoor,"Intermediate. 90 min, 28 spots"
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-19,19:00,60,6v6,12,10.50,30% OFF North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-19,19:30,60,8v8,16,14.50,North Dallas outdoor,Friendly
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-19,20:00,60,8v8,16,14.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-19,21:00,60,8v8,16,12.50,20% OFF North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-19,22:00,60,6v6,12,10.50,30% OFF North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Crossbar Soccer + Beer | Richardson,2026-09-19,21:00,60,6v6,12,12.25,Richardson indoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-19,19:00,60,7v7,14,13.50,Southlake outdoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-19,20:00,60,7v7,14,14.50,Southlake outdoor,High-level
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-19,18:30,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-19,20:30,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-19,23:00,60,6v6,12,13.50,Northwest Dallas indoor,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-19,08:00,60,6v6,12,14.50,Downtown outdoor,Game full
plei,Dallas / Fort Worth,City Futsal,2026-09-19,09:00,60,6v6,12,14.50,Downtown outdoor - Field #1,Game full
plei,Dallas / Fort Worth,City Futsal,2026-09-19,10:00,60,6v6,12,14.50,Downtown outdoor - Field #1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-19,14:00,60,6v6,12,12.50,Happy hour Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-19,15:00,60,6v6,12,12.50,Happy hour Downtown outdoor,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-19,18:00,60,6v6,12,12.50,Happy hour Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-19,19:00,60,6v6,12,14.50,Downtown outdoor - Field #1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-19,20:00,60,6v6,12,14.50,Downtown outdoor - Field #1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-19,20:00,60,6v6,12,14.50,Downtown outdoor - Field #2,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-19,17:00,60,6v6,12,9.50,30% OFF North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-19,18:00,60,6v6,12,10.50,Happy hour North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-19,21:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-19,22:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-19,23:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-19,21:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-19,22:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-19,20:00,60,5v5,10,11.75,20% OFF South Dallas indoor,High-level
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-19,18:00,60,7v7,14,12.50,Happy hour Arlington indoor,Intermediate
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-19,20:30,90,7v7,28,10.00,20% OFF KOTT Fort Worth outdoor,"Intermediate. 90 min, 28 spots"
plei,Dallas / Fort Worth,Ulete,2026-09-21,20:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-21,21:00,60,7v7,14,13.50,Southlake outdoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-21,22:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-21,23:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-21,20:30,90,7v7,28,10.00,20% OFF KOTT Fort Worth outdoor,Intermediate
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-21,18:00,60,7v7,14,13.50,Arlington indoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-21,19:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-21,20:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-21,21:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-21,22:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-21,21:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-21,22:30,60,6v6,12,11.50,20% OFF North Dallas outdoor,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-21,18:00,60,6v6,12,14.50,Downtown outdoor - Field #2,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-21,18:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-21,22:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-21,22:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-21,19:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-21,20:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-21,21:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-21,19:00,60,7v7,14,10.50,20% OFF South Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-21,19:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-21,21:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-21,22:00,60,6v6,12,13.50,Northwest Dallas indoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-15,20:00,60,7v7,14,15.75,Southlake indoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-15,21:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-15,21:00,60,5v5,10,12.50,Southlake Indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-15,21:00,60,6v6,12,12.50,North Richland Hills indoor,High-level. Game full
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-15,22:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-15,00:00,60,6v6,12,9.50,30% OFF North Richland Hills indoor,Intermediate
